bloco,question,year,answer,percentage
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2015,Procurou ajuda dos amigos,5
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2015,Procurou uma associação ou entidade especializada (ONG),1
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2015,Ligou para a Central de Atendimento à Mulher,0
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2015,NS/NR,3
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2017,Não fez nada,27
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2017,Procurou ajuda da família,24
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2017,Procurou a Igreja,19
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2017,Denunciou em uma delegacia comum,17
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2017,Denunciou em uma Delegacia da Mulher,16
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2017,Procurou ajuda dos amigos,8
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2017,Ligou para a Central de Atendimento à Mulher,1
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2017,Procurou uma associação ou entidade especializada (ONG),0
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2017,Outra,12
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2019,Não fez nada,31
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2019,Procurou ajuda da família,19
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2019,Denunciou em uma delegacia comum,17
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2019,Denunciou em uma Delegacia da Mulher,15
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2019,Procurou a Igreja,10
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2019,Procurou ajuda dos amigos,8
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2019,Ligou para a Central de Atendimento à Mulher,1
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2019,Procurou uma associação ou entidade especializada (ONG),1
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2019,Outra,10
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2021,Procurou ajuda da família,32
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2021,Não fez nada,23
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2021,Denunciou em uma delegacia comum,21
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2021,Procurou ajuda dos amigos,18
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2021,Denunciou em uma Delegacia da Mulher,17
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2021,Procurou a Igreja,15
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2021,Ligou para a Central de Atendimento à Mulher,2
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2021,Procurou uma associação ou entidade especializada (ONG),1
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2021,Outra,9
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2023,Procurou ajuda da família,60
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2023,Procurou a Igreja,45
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2023,Procurou ajuda dos amigos,42
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2023,Denunciou em uma delegacia comum,31
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2023,Denunciou em uma Delegacia da Mulher,22
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2023,Não fez nada,9
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2023,Ligou para a Central de Atendimento à Mulher,7
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2023,Procurou uma associação ou entidade especializada (ONG),6
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2023,Outra,21
A violência vivida / testemunhada,O que motivou a violência?,2007,Uso do álcool,46
A violência vivida / testemunhada,O que motivou a violência?,2007,Ciúmes,23
A violência vivida / testemunhada,O que motivou a violência?,2007,Falta de dinheiro,7
A violência vivida / testemunhada,O que motivou a violência?,2007,Traição conjugal,5
A violência vivida / testemunhada,O que motivou a violência?,2007,Uso de drogas,5
A violência vivida / testemunhada,O que motivou a violência?,2007,Influência de familiares,4
A violência vivida / testemunhada,O que motivou a violência?,2007,Influência das amizades,2
A violência vivida / testemunhada,O que motivou a violência?,2007,Outros motivos/vícios,2
A violência vivida / testemunhada,O que motivou a violência?,2007,NS/NR,7
A violência vivida / testemunhada,O que motivou a violência?,2009,Uso de drogas,6
A violência vivida / testemunhada,O que motivou a violência?,2009,Falta de dinheiro,5
A violência vivida / testemunhada,O que motivou a violência?,2009,Traição conjugal,5
A violência vivida / testemunhada,O que motivou a violência?,2009,NS/NR,4
A violência vivida / testemunhada,O que motivou a violência?,2009,Uso do álcool,31
A violência vivida / testemunhada,O que motivou a violência?,2009,Outros motivos/vícios,30
A violência vivida / testemunhada,O que motivou a violência?,2009,Influência de familiares,3
A violência vivida / testemunhada,O que motivou a violência?,2009,Ciúmes,25
A violência vivida / testemunhada,O que motivou a violência?,2009,Influência das amizades,2
A violência vivida / testemunhada,O que motivou a violência?,2011,Traição conjugal,7
A violência vivida / testemunhada,O que motivou a violência?,2011,O pedido de separação,5
A violência vivida / testemunhada,O que motivou a violência?,2011,Outros motivos/vícios,33
A violência vivida / testemunhada,O que motivou a violência?,2011,Uso de drogas,3
A violência vivida / testemunhada,O que motivou a violência?,2011,Falta de dinheiro,3
A violência vivida / testemunhada,O que motivou a violência?,2011,Uso do álcool,27
A violência vivida / testemunhada,O que motivou a violência?,2011,Ciúmes,27
A violência vivida / testemunhada,O que motivou a violência?,2011,Influência das amizades,1
A violência vivida / testemunhada,O que motivou a violência?,2011,Influência de familiares,1
A violência vivida / testemunhada,O que motivou a violência?,2013,Traição conjugal,6
A violência vivida / testemunhada,O que motivou a violência?,2013,O pedido de separação,6
A violência vivida / testemunhada,O que motivou a violência?,2013,Outros motivos/vícios,42
A violência vivida / testemunhada,O que motivou a violência?,2013,Uso de drogas,3
A violência vivida / testemunhada,O que motivou a violência?,2013,Ciúmes,28
A violência vivida / testemunhada,O que motivou a violência?,2013,Uso do álcool,25
A violência vivida / testemunhada,O que motivou a violência?,2013,Falta de dinheiro,1
A violência vivida / testemunhada,O que motivou a violência?,2013,Influência das amizades,1
A violência vivida / testemunhada,O que motivou a violência?,2013,Influência de familiares,1
A violência vivida / testemunhada,O que motivou a violência?,2013,Vícios em jogos,0
A violência vivida / testemunhada,O que motivou a violência?,2015,Outros motivos/vícios,45
A violência vivida / testemunhada,O que motivou a violência?,2015,Uso de drogas,4
A violência vivida / testemunhada,O que motivou a violência?,2015,Traição conjugal,3
A violência vivida / testemunhada,O que motivou a violência?,2015,Influência de familiares,3
A violência vivida / testemunhada,O que motivou a violência?,2015,O pedido de separação,3
A violência vivida / testemunhada,O que motivou a violência?,2015,Ciúmes,21
A violência vivida / testemunhada,O que motivou a violência?,2015,Falta de dinheiro,2
A violência vivida / testemunhada,O que motivou a violência?,2015,Uso do álcool,19
A violência vivida / testemunhada,O que motivou a violência?,2017,Outros motivos/vícios,27
A violência vivida / testemunhada,O que motivou a violência?,2017,Uso do álcool,24
A violência vivida / testemunhada,O que motivou a violência?,2017,Ciúmes,17
A violência vivida / testemunhada,O que motivou a violência?,2017,Uso de drogas,5
A violência vivida / testemunhada,O que motivou a violência?,2017,O pedido de separação,5
A violência vivida / testemunhada,O que motivou a violência?,2017,Traição conjugal,4
A violência vivida / testemunhada,O que motivou a violência?,2017,Falta de dinheiro,2
A violência vivida / testemunhada,O que motivou a violência?,2017,Influência de familiares,2
A violência vivida / testemunhada,Você convive com a pessoa que te agrediu?,2007,Sim,26
A violência vivida / testemunhada,Você convive com a pessoa que te agrediu?,2007,Não,73
A violência vivida / testemunhada,Você convive com a pessoa que te agrediu?,2007,NS/NR,1
A violência vivida / testemunhada,Você convive com a pessoa que te agrediu?,2009,Sim,30
A violência vivida / testemunhada,Você convive com a pessoa que te agrediu?,2009,Não,70
A violência vivida / testemunhada,Você convive com a pessoa que te agrediu?,2009,NS/NR,0
A violência vivida / testemunhada,Você convive com a pessoa que te agrediu?,2011,Sim,32
A violência vivida / testemunhada,Você convive com a pessoa que te agrediu?,2011,Não,67
A violência vivida / testemunhada,Você convive com a pessoa que te agrediu?,2011,NS/NR,1
A violência vivida / testemunhada,Você convive com a pessoa que te agrediu?,2013,Sim,31
A violência vivida / testemunhada,Você convive com a pessoa que te agrediu?,2013,Não,69
A violência vivida / testemunhada,Você convive com a pessoa que te agrediu?,2013,NS/NR,0
A violência vivida / testemunhada,Você convive com a pessoa que te agrediu?,2015,Sim,23
A violência vivida / testemunhada,Você convive com a pessoa que te agrediu?,2015,Não,67
A violência vivida / testemunhada,Você convive com a pessoa que te agrediu?,2015,NS/NR,0
A violência vivida / testemunhada,Você convive com a pessoa que te agrediu?,2017,Não,73
A violência vivida / testemunhada,Você convive com a pessoa que te agrediu?,2017,Sim,27
A violência vivida / testemunhada,Você convive com a pessoa que te agrediu?,2017,NS/NR,0
A violência vivida / testemunhada,Você convive com a pessoa que te agrediu?,2019,Sim,24
A violência vivida / testemunhada,Você convive com a pessoa que te agrediu?,2019,Não,76
A violência vivida / testemunhada,Você convive com a pessoa que te agrediu?,2019,NS/NR,0
A violência vivida / testemunhada,Você convive com a pessoa que te agrediu?,2021,Sim,17
A violência vivida / testemunhada,Você convive com a pessoa que te agrediu?,2021,Não,82
A violência vivida / testemunhada,Você convive com a pessoa que te agrediu?,2021,NS/NR,0
A violência vivida / testemunhada,Você convive com a pessoa que te agrediu?,2023,Sim,20
A violência vivida / testemunhada,Você convive com a pessoa que te agrediu?,2023,Não,79
A violência vivida / testemunhada,Você convive com a pessoa que te agrediu?,2023,NS/NR,0
A violência vivida / testemunhada,Você sofre violência:,2007,Todos os dias,6
A violência vivida / testemunhada,Você sofre violência:,2007,Semanalmente,3
A violência vivida / testemunhada,Você sofre violência:,2007,Não sofro mais violência,72
A violência vivida / testemunhada,Você sofre violência:,2007,Raramente,19
A violência vivida / testemunhada,Você sofre violência:,2007,NS/NR,0
A violência vivida / testemunhada,Você sofre violência:,2009,Todos os dias,38
A violência vivida / testemunhada,Você sofre violência:,2009,Semanalmente,31
A violência vivida / testemunhada,Você sofre violência:,2009,Raramente,31
A violência vivida / testemunhada,Você sofre violência:,2009,NS/NR,0
A violência vivida / testemunhada,Você sofre violência:,2011,Todos os dias,20
A violência vivida / testemunhada,Você sofre violência:,2011,Semanalmente,13
A violência vivida / testemunhada,Você sofre violência:,2011,Quinzenalmente,13
A violência vivida / testemunhada,Você sofre violência:,2011,Mensalmente,7
A violência vivida / testemunhada,Você sofre violência:,2011,Raramente,40
A violência vivida / testemunhada,Você sofre violência:,2011,NS/NR,7
A violência vivida / testemunhada,Você sofre violência:,2013,Todos os dias,17
A violência vivida / testemunhada,Você sofre violência:,2013,Semanalmente,25
A violência vivida / testemunhada,Você sofre violência:,2013,Quinzenalmente,0
A violência vivida / testemunhada,Você sofre violência:,2013,Mensalmente,8
A violência vivida / testemunhada,Você sofre violência:,2013,Raramente,42
A violência vivida / testemunhada,Você sofre violência:,2013,NS/NR,8
A violência vivida / testemunhada,Você sofre violência:,2015,Todos os dias,0
A violência vivida / testemunhada,Você sofre violência:,2015,Semanalmente,22
A violência vivida / testemunhada,Você sofre violência:,2015,Quinzenalmente,0
A violência vivida / testemunhada,Você sofre violência:,2015,Mensalmente,0
A violência vivida / testemunhada,Você sofre violência:,2015,Raramente,67
A violência vivida / testemunhada,Você sofre violência:,2015,NS/NR,11
A violência vivida / testemunhada,"Alguma amiga, familiar ou conhecida já sofreu algum tipo de violência doméstica ou familiar?",2009,Sim,62
A violência vivida / testemunhada,"Alguma amiga, familiar ou conhecida já sofreu algum tipo de violência doméstica ou familiar?",2009,Não,38
A violência vivida / testemunhada,"Alguma amiga, familiar ou conhecida já sofreu algum tipo de violência doméstica ou familiar?",2009,NS/NR,0
A violência vivida / testemunhada,"Alguma amiga, familiar ou conhecida já sofreu algum tipo de violência doméstica ou familiar?",2011,Sim,57
A violência vivida / testemunhada,"Alguma amiga, familiar ou conhecida já sofreu algum tipo de violência doméstica ou familiar?",2011,Não,42
A violência vivida / testemunhada,"Alguma amiga, familiar ou conhecida já sofreu algum tipo de violência doméstica ou familiar?",2011,NS/NR,0
A violência vivida / testemunhada,"Alguma amiga, familiar ou conhecida já sofreu algum tipo de violência doméstica ou familiar?",2013,Sim,58
A violência vivida / testemunhada,"Alguma amiga, familiar ou conhecida já sofreu algum tipo de violência doméstica ou familiar?",2013,Não,42
A violência vivida / testemunhada,"Alguma amiga, familiar ou conhecida já sofreu algum tipo de violência doméstica ou familiar?",2013,NS/NR,0
A violência vivida / testemunhada,"Alguma amiga, familiar ou conhecida já sofreu algum tipo de violência doméstica ou familiar?",2015,Sim,56
A violência vivida / testemunhada,"Alguma amiga, familiar ou conhecida já sofreu algum tipo de violência doméstica ou familiar?",2015,Não,44
A violência vivida / testemunhada,"Alguma amiga, familiar ou conhecida já sofreu algum tipo de violência doméstica ou familiar?",2015,NS/NR,0
A violência vivida / testemunhada,"Alguma amiga, familiar ou conhecida já sofreu algum tipo de violência doméstica ou familiar?",2017,Sim,71
A violência vivida / testemunhada,"Alguma amiga, familiar ou conhecida já sofreu algum tipo de violência doméstica ou familiar?",2017,Não,29
A violência vivida / testemunhada,"Alguma amiga, familiar ou conhecida já sofreu algum tipo de violência doméstica ou familiar?",2017,NS/NR,0
A violência vivida / testemunhada,"Alguma amiga, familiar ou conhecida já sofreu algum tipo de violência doméstica ou familiar?",2019,Sim,60
A violência vivida / testemunhada,"Alguma amiga, familiar ou conhecida já sofreu algum tipo de violência doméstica ou familiar?",2019,Não,39
A violência vivida / testemunhada,"Alguma amiga, familiar ou conhecida já sofreu algum tipo de violência doméstica ou familiar?",2019,NS/NR,0
A violência vivida / testemunhada,"Alguma amiga, familiar ou conhecida já sofreu algum tipo de violência doméstica ou familiar?",2021,Sim,69
A violência vivida / testemunhada,"Alguma amiga, familiar ou conhecida já sofreu algum tipo de violência doméstica ou familiar?",2021,Não,30
A violência vivida / testemunhada,"Alguma amiga, familiar ou conhecida já sofreu algum tipo de violência doméstica ou familiar?",2021,NS/NR,0
A violência vivida / testemunhada,"Alguma amiga, familiar ou conhecida já sofreu algum tipo de violência doméstica ou familiar?",2023,Sim,68
A violência vivida / testemunhada,"Alguma amiga, familiar ou conhecida já sofreu algum tipo de violência doméstica ou familiar?",2023,Não,31
A violência vivida / testemunhada,"Alguma amiga, familiar ou conhecida já sofreu algum tipo de violência doméstica ou familiar?",2023,NS/NR,1
A violência vivida / testemunhada,Você ainda sofre algum tipo de violência doméstica e familiar?,2009,Sim,27
A violência vivida / testemunhada,Você ainda sofre algum tipo de violência doméstica e familiar?,2009,Não,69
A violência vivida / testemunhada,Você ainda sofre algum tipo de violência doméstica e familiar?,2009,NS/NR,4
A violência vivida / testemunhada,Você ainda sofre algum tipo de violência doméstica e familiar?,2011,Sim,18
A violência vivida / testemunhada,Você ainda sofre algum tipo de violência doméstica e familiar?,2011,Não,80
A violência vivida / testemunhada,Você ainda sofre algum tipo de violência doméstica e familiar?,2011,NS/NR,1
A violência vivida / testemunhada,Você ainda sofre algum tipo de violência doméstica e familiar?,2013,Sim,14
A violência vivida / testemunhada,Você ainda sofre algum tipo de violência doméstica e familiar?,2013,Não,86
A violência vivida / testemunhada,Você ainda sofre algum tipo de violência doméstica e familiar?,2013,NS/NR,0
A violência vivida / testemunhada,Você ainda sofre algum tipo de violência doméstica e familiar?,2015,Sim,13
A violência vivida / testemunhada,Você ainda sofre algum tipo de violência doméstica e familiar?,2015,Não,87
A violência vivida / testemunhada,Você ainda sofre algum tipo de violência doméstica e familiar?,2015,NS/NR,0
A violência vivida / testemunhada,E o que levou você a optar por não fazer nada?,2009,Outra opção,65
A violência vivida / testemunhada,E o que levou você a optar por não fazer nada?,2009,Medo de vingança do agressor,22
A violência vivida / testemunhada,E o que levou você a optar por não fazer nada?,2009,Acreditar que seria a última vez,11
A violência vivida / testemunhada,E o que levou você a optar por não fazer nada?,2009,NS/NR,3
A violência vivida / testemunhada,E o que levou você a optar por não fazer nada?,2011,Preocupação com a criação dos filhos,31
A violência vivida / testemunhada,E o que levou você a optar por não fazer nada?,2011,Medo de vingança do agressor,20
A violência vivida / testemunhada,E o que levou você a optar por não fazer nada?,2011,Outra opção,17
A violência vivida / testemunhada,E o que levou você a optar por não fazer nada?,2011,Vergonha da agressão,12
A violência vivida / testemunhada,E o que levou você a optar por não fazer nada?,2011,Acreditar que seria a última vez,12
A violência vivida / testemunhada,E o que levou você a optar por não fazer nada?,2011,Dependência financeira,5
A violência vivida / testemunhada,E o que levou você a optar por não fazer nada?,2011,Não existir punição,3
A violência vivida / testemunhada,E o que levou você a optar por não fazer nada?,2011,NS/NR,0
A violência vivida / testemunhada,E o que levou você a optar por não fazer nada?,2013,Outra opção,32
A violência vivida / testemunhada,E o que levou você a optar por não fazer nada?,2013,Medo de vingança do agressor,24
A violência vivida / testemunhada,E o que levou você a optar por não fazer nada?,2013,Vergonha da agressão,12
A violência vivida / testemunhada,E o que levou você a optar por não fazer nada?,2013,Acreditar que seria a última vez,12
A violência vivida / testemunhada,E o que levou você a optar por não fazer nada?,2013,Dependência financeira,9
A violência vivida / testemunhada,E o que levou você a optar por não fazer nada?,2013,Preocupação com a criação dos filhos,9
A violência vivida / testemunhada,E o que levou você a optar por não fazer nada?,2013,Não existir punição,0
A violência vivida / testemunhada,E o que levou você a optar por não fazer nada?,2013,NS/NR,3
A violência vivida / testemunhada,E o que levou você a optar por não fazer nada?,2015,Preocupação com a criação dos filhos,24
A violência vivida / testemunhada,E o que levou você a optar por não fazer nada?,2015,Medo de vingança do agressor,21
A violência vivida / testemunhada,E o que levou você a optar por não fazer nada?,2015,Acreditar que seria a última vez,17
A violência vivida / testemunhada,E o que levou você a optar por não fazer nada?,2015,Outra opção,17
A violência vivida / testemunhada,E o que levou você a optar por não fazer nada?,2015,Não existir punição,10
A violência vivida / testemunhada,E o que levou você a optar por não fazer nada?,2015,Vergonha da agressão,7
A violência vivida / testemunhada,E o que levou você a optar por não fazer nada?,2015,Dependência financeira,0
A violência vivida / testemunhada,E o que levou você a optar por não fazer nada?,2015,NS/NR,5
A violência vivida / testemunhada,E qual foi o tipo de violência sofrida pela pessoa conhecida?,2009,Física,91
A violência vivida / testemunhada,E qual foi o tipo de violência sofrida pela pessoa conhecida?,2009,Moral,27
A violência vivida / testemunhada,E qual foi o tipo de violência sofrida pela pessoa conhecida?,2009,Psicológica,25
A violência vivida / testemunhada,E qual foi o tipo de violência sofrida pela pessoa conhecida?,2009,Sexual,13
A violência vivida / testemunhada,E qual foi o tipo de violência sofrida pela pessoa conhecida?,2009,Patrimonial,9
A violência vivida / testemunhada,E qual foi o tipo de violência sofrida pela pessoa conhecida?,2011,Patrimonial,9
A violência vivida / testemunhada,E qual foi o tipo de violência sofrida pela pessoa conhecida?,2011,Física,84
A violência vivida / testemunhada,E qual foi o tipo de violência sofrida pela pessoa conhecida?,2011,Psicológica,33
A violência vivida / testemunhada,E qual foi o tipo de violência sofrida pela pessoa conhecida?,2011,Moral,33
A violência vivida / testemunhada,E qual foi o tipo de violência sofrida pela pessoa conhecida?,2011,Sexual,11
A violência vivida / testemunhada,E qual foi o tipo de violência sofrida pela pessoa conhecida?,2011,NS/NR,0
A violência vivida / testemunhada,E qual foi o tipo de violência sofrida pela pessoa conhecida?,2013,Patrimonial,9
A violência vivida / testemunhada,E qual foi o tipo de violência sofrida pela pessoa conhecida?,2013,Física,86
A violência vivida / testemunhada,E qual foi o tipo de violência sofrida pela pessoa conhecida?,2013,Moral,40
A violência vivida / testemunhada,E qual foi o tipo de violência sofrida pela pessoa conhecida?,2013,Psicológica,35
A violência vivida / testemunhada,E qual foi o tipo de violência sofrida pela pessoa conhecida?,2013,Sexual,10
A violência vivida / testemunhada,E qual foi o tipo de violência sofrida pela pessoa conhecida?,2013,NS/NR,0
A violência vivida / testemunhada,E qual foi o tipo de violência sofrida pela pessoa conhecida?,2015,Física,87
A violência vivida / testemunhada,E qual foi o tipo de violência sofrida pela pessoa conhecida?,2015,Moral,41
A violência vivida / testemunhada,E qual foi o tipo de violência sofrida pela pessoa conhecida?,2015,Psicológica,38
A violência vivida / testemunhada,E qual foi o tipo de violência sofrida pela pessoa conhecida?,2015,Sexual,11
A violência vivida / testemunhada,E qual foi o tipo de violência sofrida pela pessoa conhecida?,2015,Patrimonial,11
A violência vivida / testemunhada,E qual foi o tipo de violência sofrida pela pessoa conhecida?,2015,NS/NR,0
A violência vivida / testemunhada,E qual foi o tipo de violência sofrida pela pessoa conhecida?,2017,Física,84
A violência vivida / testemunhada,E qual foi o tipo de violência sofrida pela pessoa conhecida?,2017,Moral,37
A violência vivida / testemunhada,E qual foi o tipo de violência sofrida pela pessoa conhecida?,2017,Psicológica,36
A violência vivida / testemunhada,E qual foi o tipo de violência sofrida pela pessoa conhecida?,2017,Sexual,9
A violência vivida / testemunhada,E qual foi o tipo de violência sofrida pela pessoa conhecida?,2017,Patrimonial,8
A violência vivida / testemunhada,E qual foi o tipo de violência sofrida pela pessoa conhecida?,2017,NS/NR,1
A violência vivida / testemunhada,E qual foi o tipo de violência sofrida pela pessoa conhecida?,2019,Física,82
A violência vivida / testemunhada,E qual foi o tipo de violência sofrida pela pessoa conhecida?,2019,Psicológica,39
A violência vivida / testemunhada,E qual foi o tipo de violência sofrida pela pessoa conhecida?,2019,Moral,33
A violência vivida / testemunhada,E qual foi o tipo de violência sofrida pela pessoa conhecida?,2019,Sexual,13
A violência vivida / testemunhada,E qual foi o tipo de violência sofrida pela pessoa conhecida?,2019,Patrimonial,11
A violência vivida / testemunhada,E qual foi o tipo de violência sofrida pela pessoa conhecida?,2019,NS/NR,1
A violência vivida / testemunhada,E qual foi o tipo de violência sofrida pela pessoa conhecida?,2021,Física,80
A violência vivida / testemunhada,E qual foi o tipo de violência sofrida pela pessoa conhecida?,2021,Psicológica,58
A violência vivida / testemunhada,E qual foi o tipo de violência sofrida pela pessoa conhecida?,2021,Moral,48
A violência vivida / testemunhada,E qual foi o tipo de violência sofrida pela pessoa conhecida?,2021,Patrimonial,26
A violência vivida / testemunhada,E qual foi o tipo de violência sofrida pela pessoa conhecida?,2021,Sexual,23
A violência vivida / testemunhada,E qual foi o tipo de violência sofrida pela pessoa conhecida?,2021,NS/NR,1
A violência vivida / testemunhada,E qual foi o tipo de violência sofrida pela pessoa conhecida?,2023,Física,89
A violência vivida / testemunhada,E qual foi o tipo de violência sofrida pela pessoa conhecida?,2023,Psicológica,86
A violência vivida / testemunhada,E qual foi o tipo de violência sofrida pela pessoa conhecida?,2023,Moral,82
A violência vivida / testemunhada,E qual foi o tipo de violência sofrida pela pessoa conhecida?,2023,Patrimonial,44
A violência vivida / testemunhada,E qual foi o tipo de violência sofrida pela pessoa conhecida?,2023,Sexual,30
A violência vivida / testemunhada,"Em sua opinião, as mulheres que sofrem agressão denunciam o fato às autoridades:",2011,Na maioria das vezes,8
A violência vivida / testemunhada,"Em sua opinião, as mulheres que sofrem agressão denunciam o fato às autoridades:",2011,Na minoria das vezes,63
A violência vivida / testemunhada,"Em sua opinião, as mulheres que sofrem agressão denunciam o fato às autoridades:",2011,Não denunciam,27
A violência vivida / testemunhada,"Em sua opinião, as mulheres que sofrem agressão denunciam o fato às autoridades:",2011,NS/NR,2
A violência vivida / testemunhada,"Em sua opinião, as mulheres que sofrem agressão denunciam o fato às autoridades:",2013,Na maioria das vezes,6
A violência vivida / testemunhada,"Em sua opinião, as mulheres que sofrem agressão denunciam o fato às autoridades:",2013,Na minoria das vezes,71
A violência vivida / testemunhada,"Em sua opinião, as mulheres que sofrem agressão denunciam o fato às autoridades:",2013,Não denunciam,21
A violência vivida / testemunhada,"Em sua opinião, as mulheres que sofrem agressão denunciam o fato às autoridades:",2013,NS/NR,1
A violência vivida / testemunhada,"Em sua opinião, as mulheres que sofrem agressão denunciam o fato às autoridades:",2015,Na maioria das vezes,5
A violência vivida / testemunhada,"Em sua opinião, as mulheres que sofrem agressão denunciam o fato às autoridades:",2015,Na minoria das vezes,75
A violência vivida / testemunhada,"Em sua opinião, as mulheres que sofrem agressão denunciam o fato às autoridades:",2015,Não denunciam,19
A violência vivida / testemunhada,"Em sua opinião, as mulheres que sofrem agressão denunciam o fato às autoridades:",2015,NS/NR,1
A violência vivida / testemunhada,"Em sua opinião, as mulheres que sofrem agressão denunciam o fato às autoridades:",2017,Na maioria das vezes,10
A violência vivida / testemunhada,"Em sua opinião, as mulheres que sofrem agressão denunciam o fato às autoridades:",2017,Na minoria das vezes,65
A violência vivida / testemunhada,"Em sua opinião, as mulheres que sofrem agressão denunciam o fato às autoridades:",2017,Não denunciam,21
A violência vivida / testemunhada,"Em sua opinião, as mulheres que sofrem agressão denunciam o fato às autoridades:",2017,NS/NR,2
A violência vivida / testemunhada,"Em sua opinião, as mulheres que sofrem agressão denunciam o fato às autoridades:",2017,Sempre,2
A violência vivida / testemunhada,"Em sua opinião, as mulheres que sofrem agressão denunciam o fato às autoridades:",2019,Sempre,3
A violência vivida / testemunhada,"Em sua opinião, as mulheres que sofrem agressão denunciam o fato às autoridades:",2019,Na maioria das vezes,10
A violência vivida / testemunhada,"Em sua opinião, as mulheres que sofrem agressão denunciam o fato às autoridades:",2019,Na minoria das vezes,61
A violência vivida / testemunhada,"Em sua opinião, as mulheres que sofrem agressão denunciam o fato às autoridades:",2019,Não denunciam,24
A violência vivida / testemunhada,"Em sua opinião, as mulheres que sofrem agressão denunciam o fato às autoridades:",2019,NS/NR,2
A violência vivida / testemunhada,"Em sua opinião, as mulheres que sofrem agressão denunciam o fato às autoridades:",2021,Sempre,2
A violência vivida / testemunhada,"Em sua opinião, as mulheres que sofrem agressão denunciam o fato às autoridades:",2021,Na maioria das vezes,10
A violência vivida / testemunhada,"Em sua opinião, as mulheres que sofrem agressão denunciam o fato às autoridades:",2021,Na minoria das vezes,64
A violência vivida / testemunhada,"Em sua opinião, as mulheres que sofrem agressão denunciam o fato às autoridades:",2021,Não denunciam,23
A violência vivida / testemunhada,"Em sua opinião, as mulheres que sofrem agressão denunciam o fato às autoridades:",2021,NS/NR,1
A violência vivida / testemunhada,"Em sua opinião, as mulheres que sofrem agressão denunciam o fato às autoridades:",2023,Sempre,2
A violência vivida / testemunhada,"Em sua opinião, as mulheres que sofrem agressão denunciam o fato às autoridades:",2023,Na maioria das vezes,13
A violência vivida / testemunhada,"Em sua opinião, as mulheres que sofrem agressão denunciam o fato às autoridades:",2023,Na minoria das vezes,62
A violência vivida / testemunhada,"Em sua opinião, as mulheres que sofrem agressão denunciam o fato às autoridades:",2023,Não denunciam,22
A violência vivida / testemunhada,"Em sua opinião, as mulheres que sofrem agressão denunciam o fato às autoridades:",2023,NS/NR,1
A violência vivida / testemunhada,"Para você, nos últimos doze meses, a violência doméstica e familiar contra a mulher:",2017,Aumentou,69
A violência vivida / testemunhada,"Para você, nos últimos doze meses, a violência doméstica e familiar contra a mulher:",2017,Permaneceu igual,24
A violência vivida / testemunhada,"Para você, nos últimos doze meses, a violência doméstica e familiar contra a mulher:",2017,Diminuiu,7
A violência vivida / testemunhada,"Para você, nos últimos doze meses, a violência doméstica e familiar contra a mulher:",2017,NS/NR,1
