bloco,question,year,answer,percentage,category_translated,question_translated,answer_translated,total_answers
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2005,Filho/enteado,3,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Son/Stepker,24
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2005,Outro,2,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Other,16
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2005,NS/NR,11,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",NS/NR,89
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2007,Marido/companheiro,87,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Husband/Companion,693
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2007,Namorado,4,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Boyfriend,31
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2007,Pai/padrasto,2,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Father/stepfather,15
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2007,Tio/primo,1,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Uncle/cousin,7
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2007,NS/NR,6,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",NS/NR,47
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2009,Marido/companheiro,76,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Husband/Companion,628
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2009,Namorado,5,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Boyfriend,41
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2009,Outro,4,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Other,33
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2009,Irmão/cunhado,4,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Brother/brother -in -law,33
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2009,Filho/enteado,4,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Son/Stepker,33
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2009,Pai/padrasto,4,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Father/stepfather,33
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2009,NS/NR,3,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",NS/NR,24
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2011,Marido/companheiro,66,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Husband/Companion,892
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2011,Ex-namorado/ex-marido/ex-companheiro,13,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Ex-boyfriend/ex-husband/former partner,175
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2011,Outro,6,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Other,81
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2011,Pai/padrasto,4,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Father/stepfather,54
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2011,Namorado,3,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Boyfriend,40
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2011,Irmão/cunhado,3,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Brother/brother -in -law,40
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2011,Tio/primo,2,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Uncle/cousin,27
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2011,Filho/enteado,0,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Son/Stepker,0
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2011,NS/NR,4,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",NS/NR,54
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2013,Marido/companheiro,60,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Husband/Companion,748
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2013,Ex-namorado/ex-marido/ex-companheiro,13,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Ex-boyfriend/ex-husband/former partner,162
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2013,Outro,8,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Other,99
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2013,Pai/padrasto,6,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Father/stepfather,74
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2013,Namorado,4,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Boyfriend,49
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2013,Irmão/cunhado,4,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Brother/brother -in -law,49
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2013,Tio/primo,3,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Uncle/cousin,37
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2013,Filho/enteado,0,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Son/Stepker,0
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2013,NS/NR,1,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",NS/NR,12
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2015,Marido/companheiro,49,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Husband/Companion,539
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2015,Ex-namorado/ex-marido/ex-companheiro,21,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Ex-boyfriend/ex-husband/former partner,231
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2015,Pai/padrasto,7,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Father/stepfather,77
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2015,Outro,7,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Other,77
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2015,Irmão/cunhado,6,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Brother/brother -in -law,66
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2015,Namorado,3,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Boyfriend,33
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2015,Tio/primo,3,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Uncle/cousin,33
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2015,Filho/enteado,0,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Son/Stepker,0
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2015,NS/NR,3,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",NS/NR,33
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2017,Marido/companheiro,39,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Husband/Companion,435
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2017,Ex-namorado/ex-marido/ex-companheiro,33,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Ex-boyfriend/ex-husband/former partner,368
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2017,Pai/padrasto,5,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Father/stepfather,55
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2017,Irmão/cunhado,5,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Brother/brother -in -law,55
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2017,NS/NR,4,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",NS/NR,44
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2017,Namorado,2,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Boyfriend,22
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2017,Tio/primo,2,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Uncle/cousin,22
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2017,Filho/enteado,1,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Son/Stepker,11
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2017,Outro,14,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Other,156
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2019,Marido/companheiro,56,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Husband/Companion,1344
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2019,Ex-namorado/ex-marido/ex-companheiro,40,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Ex-boyfriend/ex-husband/former partner,960
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2019,NS/NR,8,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",NS/NR,192
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2019,Namorado,6,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Boyfriend,144
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2019,Outro,6,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Other,144
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2019,Pai/padrasto,5,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Father/stepfather,120
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2019,Irmão/cunhado,2,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Brother/brother -in -law,48
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2019,Tio/primo,1,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Uncle/cousin,24
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2019,Filho/enteado,1,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Son/Stepker,24
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2021,Marido/companheiro,51,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Husband/Companion,1530
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2021,Namorado,5,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Boyfriend,150
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2021,Ex-namorado/ex-marido/ex-companheiro,20,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Ex-boyfriend/ex-husband/former partner,600
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2021,Pai/padrasto,7,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Father/stepfather,210
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2021,Irmão/cunhado,2,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Brother/brother -in -law,60
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2021,Filho/enteado,0,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Son/Stepker,0
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2021,Tio/primo,2,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Uncle/cousin,60
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2021,Outro,7,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Other,210
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2021,NS/NR,7,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",NS/NR,210
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2023,Marido/companheiro,52,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Husband/Companion,11329
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2023,Ex-namorado/ex-marido/ex-companheiro,15,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Ex-boyfriend/ex-husband/former partner,3268
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2023,Pai/padrasto,7,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Father/stepfather,1525
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2023,Namorado,6,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Boyfriend,1307
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2023,Irmão/cunhado,5,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Brother/brother -in -law,1089
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2023,Tio/primo,2,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Uncle/cousin,435
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2023,Filho/enteado,1,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Son/Stepker,217
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2023,Outro,10,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",Other,2178
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2023,NS/NR,4,The violence lived / witnessed,"Regarding the bond, what is the aggressor yours?",NS/NR,871
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2005,Procurou ajuda da família,22,The violence lived / witnessed,What was your attitude towards the last aggression?,Sought family help,179
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2005,Denunciou em uma Delegacia da Mulher,22,The violence lived / witnessed,What was your attitude towards the last aggression?,Denounced in a Women's Police Station,179
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2005,Não fez nada,19,The violence lived / witnessed,What was your attitude towards the last aggression?,Did nothing,154
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2005,Denunciou em uma delegacia comum,16,The violence lived / witnessed,What was your attitude towards the last aggression?,Denounced in a common police station,130
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2005,Procurou ajuda dos amigos,6,The violence lived / witnessed,What was your attitude towards the last aggression?,Sought help from friends,48
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2005,NS/NR,15,The violence lived / witnessed,What was your attitude towards the last aggression?,NS/NR,122
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2007,Não fez nada,28,The violence lived / witnessed,What was your attitude towards the last aggression?,Did nothing,223
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2007,Denunciou em uma delegacia comum,23,The violence lived / witnessed,What was your attitude towards the last aggression?,Denounced in a common police station,183
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2007,Denunciou em uma Delegacia da Mulher,19,The violence lived / witnessed,What was your attitude towards the last aggression?,Denounced in a Women's Police Station,151
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2007,Procurou ajuda da família,17,The violence lived / witnessed,What was your attitude towards the last aggression?,Sought family help,135
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2007,Procurou ajuda dos amigos,8,The violence lived / witnessed,What was your attitude towards the last aggression?,Sought help from friends,63
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2007,NS/NR,6,The violence lived / witnessed,What was your attitude towards the last aggression?,NS/NR,47
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2009,Outra,29,The violence lived / witnessed,What was your attitude towards the last aggression?,Other,239
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2009,Não fez nada,23,The violence lived / witnessed,What was your attitude towards the last aggression?,Did nothing,190
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2009,Denunciou em uma delegacia comum,15,The violence lived / witnessed,What was your attitude towards the last aggression?,Denounced in a common police station,124
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2009,Procurou ajuda da família,15,The violence lived / witnessed,What was your attitude towards the last aggression?,Sought family help,124
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2009,Denunciou em uma Delegacia da Mulher,13,The violence lived / witnessed,What was your attitude towards the last aggression?,Denounced in a Women's Police Station,107
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2009,Procurou ajuda dos amigos,3,The violence lived / witnessed,What was your attitude towards the last aggression?,Sought help from friends,24
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2009,NS/NR,1,The violence lived / witnessed,What was your attitude towards the last aggression?,NS/NR,8
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2011,Não fez nada,23,The violence lived / witnessed,What was your attitude towards the last aggression?,Did nothing,310
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2011,Outra,22,The violence lived / witnessed,What was your attitude towards the last aggression?,Other,297
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2011,Denunciou em uma delegacia comum,17,The violence lived / witnessed,What was your attitude towards the last aggression?,Denounced in a common police station,229
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2011,Procurou ajuda da família,16,The violence lived / witnessed,What was your attitude towards the last aggression?,Sought family help,216
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2011,Denunciou em uma Delegacia da Mulher,11,The violence lived / witnessed,What was your attitude towards the last aggression?,Denounced in a Women's Police Station,148
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2011,Procurou ajuda dos amigos,5,The violence lived / witnessed,What was your attitude towards the last aggression?,Sought help from friends,67
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2011,Procurou a Igreja,5,The violence lived / witnessed,What was your attitude towards the last aggression?,Sought the church,67
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2011,Ligou para a Central de Atendimento à Mulher,0,The violence lived / witnessed,What was your attitude towards the last aggression?,Called the Women's Service Center,0
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2011,Procurou uma associação ou entidade especializada (ONG),0,The violence lived / witnessed,What was your attitude towards the last aggression?,Sought a specialized association or entity (NGO),0
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2011,NS/NR,1,The violence lived / witnessed,What was your attitude towards the last aggression?,NS/NR,13
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2013,Denunciou em uma delegacia comum,20,The violence lived / witnessed,What was your attitude towards the last aggression?,Denounced in a common police station,249
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2013,Procurou ajuda da família,17,The violence lived / witnessed,What was your attitude towards the last aggression?,Sought family help,212
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2013,Denunciou em uma Delegacia da Mulher,15,The violence lived / witnessed,What was your attitude towards the last aggression?,Denounced in a Women's Police Station,187
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2013,Não fez nada,15,The violence lived / witnessed,What was your attitude towards the last aggression?,Did nothing,187
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2013,Outra,14,The violence lived / witnessed,What was your attitude towards the last aggression?,Other,174
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2013,Procurou a Igreja,10,The violence lived / witnessed,What was your attitude towards the last aggression?,Sought the church,124
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2013,Procurou ajuda dos amigos,7,The violence lived / witnessed,What was your attitude towards the last aggression?,Sought help from friends,87
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2013,Ligou para a Central de Atendimento à Mulher,1,The violence lived / witnessed,What was your attitude towards the last aggression?,Called the Women's Service Center,12
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2013,Procurou uma associação ou entidade especializada (ONG),0,The violence lived / witnessed,What was your attitude towards the last aggression?,Sought a specialized association or entity (NGO),0
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2013,NS/NR,2,The violence lived / witnessed,What was your attitude towards the last aggression?,NS/NR,24
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2015,Não fez nada,21,The violence lived / witnessed,What was your attitude towards the last aggression?,Did nothing,231
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2015,Procurou ajuda da família,20,The violence lived / witnessed,What was your attitude towards the last aggression?,Sought family help,220
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2015,Denunciou em uma delegacia comum,17,The violence lived / witnessed,What was your attitude towards the last aggression?,Denounced in a common police station,187
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2015,Outra,14,The violence lived / witnessed,What was your attitude towards the last aggression?,Other,154
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2015,Denunciou em uma Delegacia da Mulher,11,The violence lived / witnessed,What was your attitude towards the last aggression?,Denounced in a Women's Police Station,121
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2015,Procurou a Igreja,7,The violence lived / witnessed,What was your attitude towards the last aggression?,Sought the church,77
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2015,Procurou ajuda dos amigos,5,The violence lived / witnessed,What was your attitude towards the last aggression?,Sought help from friends,55
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2015,Procurou uma associação ou entidade especializada (ONG),1,The violence lived / witnessed,What was your attitude towards the last aggression?,Sought a specialized association or entity (NGO),11
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2015,Ligou para a Central de Atendimento à Mulher,0,The violence lived / witnessed,What was your attitude towards the last aggression?,Called the Women's Service Center,0
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2015,NS/NR,3,The violence lived / witnessed,What was your attitude towards the last aggression?,NS/NR,33
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2017,Não fez nada,27,The violence lived / witnessed,What was your attitude towards the last aggression?,Did nothing,301
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2017,Procurou ajuda da família,24,The violence lived / witnessed,What was your attitude towards the last aggression?,Sought family help,267
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2017,Procurou a Igreja,19,The violence lived / witnessed,What was your attitude towards the last aggression?,Sought the church,212
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2017,Denunciou em uma delegacia comum,17,The violence lived / witnessed,What was your attitude towards the last aggression?,Denounced in a common police station,189
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2017,Denunciou em uma Delegacia da Mulher,16,The violence lived / witnessed,What was your attitude towards the last aggression?,Denounced in a Women's Police Station,178
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2017,Procurou ajuda dos amigos,8,The violence lived / witnessed,What was your attitude towards the last aggression?,Sought help from friends,89
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2017,Ligou para a Central de Atendimento à Mulher,1,The violence lived / witnessed,What was your attitude towards the last aggression?,Called the Women's Service Center,11
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2017,Procurou uma associação ou entidade especializada (ONG),0,The violence lived / witnessed,What was your attitude towards the last aggression?,Sought a specialized association or entity (NGO),0
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2017,Outra,12,The violence lived / witnessed,What was your attitude towards the last aggression?,Other,133
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2019,Não fez nada,31,The violence lived / witnessed,What was your attitude towards the last aggression?,Did nothing,744
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2019,Procurou ajuda da família,19,The violence lived / witnessed,What was your attitude towards the last aggression?,Sought family help,456
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2019,Denunciou em uma delegacia comum,17,The violence lived / witnessed,What was your attitude towards the last aggression?,Denounced in a common police station,408
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2019,Denunciou em uma Delegacia da Mulher,15,The violence lived / witnessed,What was your attitude towards the last aggression?,Denounced in a Women's Police Station,360
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2019,Procurou a Igreja,10,The violence lived / witnessed,What was your attitude towards the last aggression?,Sought the church,240
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2019,Procurou ajuda dos amigos,8,The violence lived / witnessed,What was your attitude towards the last aggression?,Sought help from friends,192
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2019,Ligou para a Central de Atendimento à Mulher,1,The violence lived / witnessed,What was your attitude towards the last aggression?,Called the Women's Service Center,24
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2019,Procurou uma associação ou entidade especializada (ONG),1,The violence lived / witnessed,What was your attitude towards the last aggression?,Sought a specialized association or entity (NGO),24
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2019,Outra,10,The violence lived / witnessed,What was your attitude towards the last aggression?,Other,240
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2021,Procurou ajuda da família,32,The violence lived / witnessed,What was your attitude towards the last aggression?,Sought family help,960
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2021,Não fez nada,23,The violence lived / witnessed,What was your attitude towards the last aggression?,Did nothing,690
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2021,Denunciou em uma delegacia comum,21,The violence lived / witnessed,What was your attitude towards the last aggression?,Denounced in a common police station,630
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2021,Procurou ajuda dos amigos,18,The violence lived / witnessed,What was your attitude towards the last aggression?,Sought help from friends,540
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2021,Denunciou em uma Delegacia da Mulher,17,The violence lived / witnessed,What was your attitude towards the last aggression?,Denounced in a Women's Police Station,510
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2021,Procurou a Igreja,15,The violence lived / witnessed,What was your attitude towards the last aggression?,Sought the church,450
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2021,Ligou para a Central de Atendimento à Mulher,2,The violence lived / witnessed,What was your attitude towards the last aggression?,Called the Women's Service Center,60
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2021,Procurou uma associação ou entidade especializada (ONG),1,The violence lived / witnessed,What was your attitude towards the last aggression?,Sought a specialized association or entity (NGO),30
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2021,Outra,9,The violence lived / witnessed,What was your attitude towards the last aggression?,Other,270
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2023,Procurou ajuda da família,60,The violence lived / witnessed,What was your attitude towards the last aggression?,Sought family help,13072
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2023,Procurou a Igreja,45,The violence lived / witnessed,What was your attitude towards the last aggression?,Sought the church,9804
